
sensor,date,time,Density,Flow,Speed,
S60,2014/04/05,5:30 AM,1.9695996,382.0,74.0222,
S60,2014/04/05,6 AM,3.5410576,704.0,73.62749,
S60,2014/04/05,6:30 AM,3.873429,808.0,74.69693,
S60,2014/04/05,7 AM,6.244098,1382.0,76.53631,
S60,2014/04/05,7:30 AM,6.313214,1404.0,78.939186,
S60,2014/04/05,8 AM,9.203509,2016.0,75.56614,
S60,2014/04/05,8:30 AM,10.3912945,2350.0,77.60234,
S60,2014/04/05,9 AM,13.651128,3030.0,75.39887,
S60,2014/04/05,9:30 AM,12.525507,2786.0,76.16109,
S60,2014/04/05,10 AM,15.455097,3476.0,76.74128,
S60,2014/04/05,10:30 AM,14.229029,3194.0,76.492226,
S60,2014/04/05,11 AM,15.326913,3470.0,77.08764,
S60,2014/04/05,11:30 AM,15.855367,3550.0,76.04247,
S60,2014/04/05,Noon,17.374487,3780.0,74.18806,
S60,2014/04/05,12:30 PM,18.099487,3916.0,73.3196,
S60,2014/04/05,1 PM,19.510967,3692.0,64.42086,
S60,2014/04/05,1:30 PM,19.17637,3640.0,65.15613,
S60,2014/04/05,2 PM,20.168932,3808.0,64.616875,
S60,2014/04/05,2:30 PM,19.33727,3672.0,65.27829,
S60,2014/04/05,3 PM,21.58661,3980.0,63.200294,
S60,2014/04/05,3:30 PM,20.396437,3930.0,66.31405,
S60,2014/04/05,4 PM,20.846575,3960.0,64.937035,
S60,2014/04/05,4:30 PM,20.048988,3870.0,65.992516,
S60,2014/04/05,5 PM,20.710003,4344.0,71.92397,
S60,2014/04/05,5:30 PM,19.592241,4204.0,72.98453,
S60,2014/04/05,6 PM,18.491323,3962.0,72.56553,
S60,2014/04/05,6:30 PM,19.459465,4064.0,70.96291,
S60,2014/04/05,7 PM,17.669588,3514.0,68.00297,
S60,2014/04/05,7:30 PM,17.461037,3498.0,68.65004,
S60,2014/04/05,8 PM,13.237176,2930.0,75.48386,
S60,2014/04/05,8:30 PM,12.074114,2636.0,74.40218,
S60,2014/04/05,9 PM,12.019052,2598.0,73.95215,
S60,2014/04/05,9:30 PM,11.124082,2454.0,74.92503,
S60,2014/04/05,10 PM,11.993262,2662.0,74.61251,
S60,2014/04/05,10:30 PM,11.559315,2550.0,75.04247,
S60,2014/04/05,11 PM,10.926891,2384.0,74.16076,
S60,2014/04/05,11:30 PM,8.689115,1932.0,75.41982,
S60,2014/04/05,Midnight,7.010735,1588.0,76.15171,
S60,2014/04/06,12:30 AM,4.850295,1086.0,76.88055,
S60,2014/04/06,1 AM,4.0753384,910.0,76.91741,
S60,2014/04/06,1:30 AM,3.4043605,762.0,79.38074,
S60,2014/04/06,2 AM,2.433551,536.0,77.09866,
S60,2014/04/06,2:30 AM,2.596021,592.0,78.37532,
S60,2014/04/06,3 AM,2.133999,460.0,80.38067,
S60,2014/04/06,3:30 AM,1.4923278,318.0,77.05415,
S60,2014/04/06,4 AM,1.1777859,248.0,77.1161,
S60,2014/04/06,4:30 AM,1.0609024,218.0,74.47852,
S60,2014/04/06,5 AM,1.1304829,258.0,81.59474,
S60,2014/04/06,5:30 AM,1.3050553,272.0,75.04339,
S60,2014/04/06,6 AM,2.2594144,486.0,76.67447,
S60,2014/04/06,6:30 AM,2.8071506,632.0,77.92312,
S60,2014/04/06,7 AM,3.7768562,872.0,78.98507,
S60,2014/04/06,7:30 AM,3.6184943,842.0,81.00686,
S60,2014/04/06,8 AM,4.7178965,1110.0,80.02719,
S60,2014/04/06,8:30 AM,5.0665526,1188.0,80.31718,
S60,2014/04/06,9 AM,7.9117365,1828.0,78.99281,
S60,2014/04/06,9:30 AM,9.101536,2080.0,78.24963,
S60,2014/04/06,10 AM,11.233422,2598.0,78.99112,
S60,2014/04/06,10:30 AM,12.371113,2858.0,78.623314,
S60,2014/04/06,11 AM,14.394916,3282.0,77.18935,
S60,2014/04/06,11:30 AM,14.243098,3230.0,76.505196,
S60,2014/04/06,Noon,15.70044,3550.0,76.45835,
S60,2014/04/06,12:30 PM,16.872286,3774.0,76.11134,
S60,2014/04/06,1 PM,17.799147,3950.0,75.14422,
S60,2014/04/06,1:30 PM,18.418127,4002.0,73.840836,
S60,2014/04/06,2 PM,19.6083,3790.0,65.95491,
S60,2014/04/06,2:30 PM,15.916386,3494.0,74.88086,
S60,2014/04/06,3 PM,18.959196,3822.0,68.81691,
S60,2014/04/06,3:30 PM,16.02759,3582.0,75.807304,
S60,2014/04/06,4 PM,17.148552,3808.0,75.57579,
S60,2014/04/06,4:30 PM,16.575624,3602.0,74.192604,
S60,2014/04/06,5 PM,17.528563,3758.0,73.657455,
S60,2014/04/06,5:30 PM,16.272161,3594.0,75.357925,
S60,2014/04/06,6 PM,15.306996,3432.0,75.85823,
S60,2014/04/06,6:30 PM,15.785771,3358.0,73.19157,
S60,2014/04/06,7 PM,14.390228,3102.0,73.946175,
S60,2014/04/06,7:30 PM,13.454255,2858.0,73.3842,
S60,2014/04/06,8 PM,12.870372,2778.0,73.58105,
S60,2014/04/06,8:30 PM,12.055226,2488.0,71.07804,
S60,2014/04/06,9 PM,10.795528,2252.0,72.379105,
S60,2014/04/06,9:30 PM,10.349092,2160.0,72.42882,
S60,2014/04/06,10 PM,9.205388,1910.0,72.14577,
S60,2014/04/06,10:30 PM,8.191232,1716.0,73.00314,
S60,2014/04/06,11 PM,6.587714,1314.0,70.07986,
S60,2014/04/06,11:30 PM,5.243967,1032.0,71.25833,
S60,2014/04/06,Midnight,4.3109336,798.0,68.91346,
S60,2014/04/07,12:30 AM,3.6640778,664.0,67.534325,
S60,2014/04/07,1 AM,3.0858095,548.0,70.985466,
S60,2014/04/07,1:30 AM,2.2554345,368.0,69.15886,
S60,2014/04/07,2 AM,2.1431782,312.0,61.70019,
S60,2014/04/07,2:30 AM,2.133291,320.0,59.24294,
S60,2014/04/07,3 AM,2.103902,304.0,59.314365,
S60,2014/04/07,3:30 AM,1.9193435,258.0,57.899124,
S60,2014/04/07,4 AM,2.3246253,348.0,60.80099,
S60,2014/04/07,4:30 AM,2.7480996,408.0,65.90713,
S60,2014/04/07,5 AM,3.4650757,628.0,70.23737,
S60,2014/04/07,5:30 AM,5.5725684,1154.0,74.052376,
S60,2014/04/07,6 AM,11.399169,2450.0,74.19791,
S60,2014/04/07,6:30 AM,16.828337,3502.0,71.248795,
S60,2014/04/07,7 AM,25.339222,5046.0,67.65846,
S60,2014/04/07,7:30 AM,33.591553,5732.0,59.946415,
S60,2014/04/07,8 AM,42.881664,5124.0,44.22138,
S60,2014/04/07,8:30 AM,30.43513,5158.0,58.75141,
S60,2014/04/07,9 AM,27.230467,5188.0,65.144966,
S60,2014/04/07,9:30 AM,22.060051,4274.0,66.00179,
S60,2014/04/07,10 AM,20.99924,4114.0,67.20319,
S60,2014/04/07,10:30 AM,17.162355,3386.0,67.58587,
S60,2014/04/07,11 AM,17.847559,3520.0,67.40137,
S60,2014/04/07,11:30 AM,17.023333,3468.0,70.115074,
S60,2014/04/07,Noon,17.000584,3392.0,67.99183,
S60,2014/04/07,12:30 PM,18.10684,3592.0,67.78647,
S60,2014/04/07,1 PM,20.74265,4000.0,66.23773,
S60,2014/04/07,1:30 PM,18.575262,3718.0,68.31957,
S60,2014/04/07,2 PM,20.61949,4048.0,66.913574,
S60,2014/04/07,2:30 PM,21.26098,4194.0,67.594574,
S60,2014/04/07,3 PM,21.860474,4252.0,66.14012,
S60,2014/04/07,3:30 PM,21.129442,4184.0,67.75821,
S60,2014/04/07,4 PM,20.313265,4070.0,68.42544,
S60,2014/04/07,4:30 PM,21.023556,4186.0,67.3487,
S60,2014/04/07,5 PM,21.529367,4256.0,67.65383,
S60,2014/04/07,5:30 PM,20.669102,4202.0,69.0291,
S60,2014/04/07,6 PM,19.089445,3946.0,70.065575,
S60,2014/04/07,6:30 PM,17.679665,3584.0,69.28913,
S60,2014/04/07,7 PM,16.007786,3244.0,70.307304,
S60,2014/04/07,7:30 PM,13.810442,2842.0,71.193565,
S60,2014/04/07,8 PM,12.138424,2450.0,70.90394,
S60,2014/04/07,8:30 PM,11.251592,2298.0,70.278076,
S60,2014/04/07,9 PM,10.622501,2140.0,69.7167,
S60,2014/04/07,9:30 PM,11.673048,2384.0,71.020386,
S60,2014/04/07,10 PM,9.989909,2020.0,70.692085,
S60,2014/04/07,10:30 PM,8.393391,1682.0,70.94849,
S60,2014/04/07,11 PM,7.6243005,1502.0,69.09336,
S60,2014/04/07,11:30 PM,5.628871,1058.0,69.40578,
S60,2014/04/07,Midnight,4.566369,840.0,70.1327,
S60,2014/04/08,12:30 AM,3.612747,630.0,65.76623,
S60,2014/04/08,1 AM,2.6587737,430.0,65.50894,
S60,2014/04/08,1:30 AM,3.0003636,450.0,62.784725,
S60,2014/04/08,2 AM,2.023456,302.0,58.88853,
S60,2014/04/08,2:30 AM,2.352278,332.0,61.662212,
S60,2014/04/08,3 AM,2.1593628,286.0,58.7458,
S60,2014/04/08,3:30 AM,2.1652598,276.0,53.666103,
S60,2014/04/08,4 AM,2.3067145,326.0,57.732082,
S60,2014/04/08,4:30 AM,2.869539,416.0,61.115883,
S60,2014/04/08,5 AM,4.0089087,706.0,68.05361,
S60,2014/04/08,5:30 AM,6.3274016,1220.0,68.67867,
S60,2014/04/08,6 AM,11.980302,2514.0,71.56646,
S60,2014/04/08,6:30 AM,17.251875,3524.0,70.44573,
S60,2014/04/08,7 AM,28.103086,5390.0,65.720345,
S60,2014/04/08,7:30 AM,38.543118,5502.0,53.38815,
S60,2014/04/08,8 AM,59.338108,4558.0,28.313267,
S60,2014/04/08,8:30 AM,51.770855,4650.0,33.15428,
S60,2014/04/08,9 AM,47.536213,4844.0,37.20933,
S60,2014/04/08,9:30 AM,41.225876,4424.0,42.744644,
S60,2014/04/08,10 AM,23.547077,4380.0,63.951477,
S60,2014/04/08,10:30 AM,19.688168,3404.0,60.428715,
S60,2014/04/08,11 AM,18.601404,3610.0,66.67102,
S60,2014/04/08,11:30 AM,17.927296,3528.0,67.47956,
S60,2014/04/08,Noon,17.10605,3378.0,69.716286,
S60,2014/04/08,12:30 PM,17.433802,3432.0,67.64751,
S60,2014/04/08,1 PM,18.893005,3778.0,68.36838,
S60,2014/04/08,1:30 PM,18.768703,3518.0,65.42164,
S60,2014/04/08,2 PM,19.71833,3782.0,65.57041,
S60,2014/04/08,2:30 PM,19.704895,3918.0,68.31786,
S60,2014/04/08,3 PM,20.077662,4018.0,68.78649,
S60,2014/04/08,3:30 PM,22.138105,4348.0,67.116394,
S60,2014/04/08,4 PM,21.155718,4322.0,69.65404,
S60,2014/04/08,4:30 PM,22.042019,4476.0,69.11122,
S60,2014/04/08,5 PM,21.005959,4274.0,69.000824,
S60,2014/04/08,5:30 PM,36.37774,4254.0,50.885796,
S60,2014/04/08,6 PM,30.633448,3880.0,53.474262,
S60,2014/04/08,6:30 PM,19.391462,3990.0,69.891045,
S60,2014/04/08,7 PM,18.324522,3708.0,69.46641,
S60,2014/04/08,7:30 PM,15.230688,3118.0,70.53277,
S60,2014/04/08,8 PM,12.941617,2634.0,70.58291,
S60,2014/04/08,8:30 PM,11.91521,2460.0,71.4832,
S60,2014/04/08,9 PM,13.593322,2712.0,68.99812,
S60,2014/04/08,9:30 PM,13.15342,2740.0,71.05469,
S60,2014/04/08,10 PM,11.239196,2264.0,70.42643,
S60,2014/04/08,10:30 PM,9.853032,2012.0,71.06575,
S60,2014/04/08,11 PM,7.0423527,1414.0,71.888466,
S60,2014/04/08,11:30 PM,6.2878656,1232.0,71.131905,
S60,2014/04/08,Midnight,4.915342,914.0,67.72655,
S60,2014/04/09,12:30 AM,3.902665,698.0,68.32727,
S60,2014/04/09,1 AM,3.0590222,516.0,66.184456,
S60,2014/04/09,1:30 AM,2.8437097,438.0,65.77193,
S60,2014/04/09,2 AM,2.1338818,300.0,64.519394,
S60,2014/04/09,2:30 AM,2.3056602,314.0,59.137413,
S60,2014/04/09,3 AM,1.7803407,244.0,59.597626,
S60,2014/04/09,3:30 AM,2.019643,260.0,57.66005,
S60,2014/04/09,4 AM,2.1802819,330.0,59.130264,
S60,2014/04/09,4:30 AM,2.3336844,400.0,68.82788,
S60,2014/04/09,5 AM,3.8234243,720.0,71.48902,
S60,2014/04/09,5:30 AM,6.077361,1216.0,71.61945,
S60,2014/04/09,6 AM,11.566168,2510.0,75.17111,
S60,2014/04/09,6:30 AM,16.882626,3526.0,71.529945,
S60,2014/04/09,7 AM,27.918324,5464.0,67.155525,
S60,2014/04/09,7:30 AM,32.712242,5852.0,62.86942,
S60,2014/04/09,8 AM,37.48043,5388.0,52.198277,
S60,2014/04/09,8:30 AM,40.4314,5122.0,47.678764,
S60,2014/04/09,9 AM,52.82035,4672.0,33.970078,
S60,2014/04/09,9:30 AM,35.463932,4444.0,51.9795,
S60,2014/04/09,10 AM,21.174953,4210.0,67.57823,
S60,2014/04/09,10:30 AM,19.016228,3756.0,68.229866,
S60,2014/04/09,11 AM,19.391623,3944.0,69.858894,
S60,2014/04/09,11:30 AM,19.554049,3902.0,68.29458,
