date ,time ,S60,S124,S1816,S60f,S1816f
01/01/2013,12:30 am,4.2118816,3.1160152,6.763332,950,1486
01/01/2013,1:00 am,7.322565,5.539267,11.034446,1626,2410
01/01/2013,1:30 am,6.460262,5.4313555,10.012775,1444,2244
01/01/2013,2:00 am,4.9443808,4.245676,8.974443,1104,1978
01/01/2013,2:30 am,4.6692576,3.7233863,7.9116664,1054,1764
01/01/2013,3:00 am,3.733013,3.3273377,6.411668,852,1438
01/01/2013,3:30 am,2.735985,2.5271971,5.139444,628,1118
01/01/2013,4:00 am,1.8872178,1.887144,4.1555552,426,942
01/01/2013,4:30 am,1.7852579,1.4266051,2.7933338,396,622
01/01/2013,5:00 am,1.4553981,1.0826669,2.3133328,332,508
01/01/2013,5:30 am,1.4450047,1.2396736,2.5433335,310,554
01/01/2013,6:00 am,1.9493196,1.3220582,2.4677775,434,560
01/01/2013,6:30 am,2.2762487,1.3187438,3.0981817,528,642
01/01/2013,7:00 am,2.872628,1.6477071,3.5872226,664,784
01/01/2013,7:30 am,2.449062,1.3448359,3.1183336,552,688
01/01/2013,8:00 am,3.581529,2.2189145,4.217222,822,966
01/01/2013,8:30 am,3.6394703,1.9650098,4.361111,836,1014
01/01/2013,9:00 am,4.5309324,2.1851654,5.5649996,1080,1284
01/01/2013,9:30 am,5.4287076,2.7191474,6.346667,1254,1458
01/01/2013,10:00 am,5.8684344,4.0977993,7.625556,1408,1778
01/01/2013,10:30 am,6.9269795,3.987451,9.562777,1646,2204
01/01/2013,11:00 am,7.3021483,4.512368,11.5199995,1740,2628
01/01/2013,11:30 am,8.161521,5.276459,13.085551,1896,2958
01/01/2013,Noon,8.890812,5.9003024,14.773889,2104,3322
01/01/2013,12:30 pm,9.3425045,6.5194526,15.903888,2182,3590
01/01/2013,1:00 pm,10.0899,7.1960506,15.818336,2338,3556
01/01/2013,1:30 pm,9.772618,6.6229563,15.089444,2302,3446
01/01/2013,2:00 pm,10.899321,7.3671117,15.149445,2502,3432
01/01/2013,2:30 pm,10.941789,7.605931,15.859445,2520,3564
01/01/2013,3:00 pm,11.691934,8.195241,16.456663,2684,3660
01/01/2013,3:30 pm,11.269453,7.654155,15.943337,2570,3590
01/01/2013,4:00 pm,10.784075,8.445006,15.71889,2470,3522
01/01/2013,4:30 pm,11.194015,8.001337,14.24222,2552,3148
01/01/2013,5:00 pm,10.3764,7.5813165,13.9411125,2310,3058
01/01/2013,5:30 pm,10.934199,7.7456837,12.91582,2412,2818
01/01/2013,6:00 pm,10.292052,7.523845,13.003336,2244,2812
01/01/2013,6:30 pm,10.038837,6.695352,12.319444,2216,2698
01/01/2013,7:00 pm,10.656886,6.404437,11.305555,2362,2534
01/01/2013,7:30 pm,8.61931,6.2486706,10.552222,1928,2314
01/01/2013,8:00 pm,7.732848,5.2799044,10.731112,1738,2380
01/01/2013,8:30 pm,6.918683,4.868416,9.406111,1558,2060
01/01/2013,9:00 pm,5.72412,4.215546,9.083888,1294,2016
01/01/2013,9:30 pm,5.9128904,3.749582,8.151666,1368,1810
01/01/2013,10:00 pm,6.014049,3.8652322,7.5827775,1356,1692
01/01/2013,10:30 pm,5.170615,3.809728,7.0244446,1142,1552
01/01/2013,11:00 pm,4.4452457,2.9509559,6.632777,984,1452
01/01/2013,11:30 pm,3.280261,2.7107544,4.6650004,742,1068
01/01/2013,Midnight,2.47327,2.773115,4.3033347,544,1000
02/01/2013,12:30 am,2.1286108,1.9840837,3.398334,470,750
02/01/2013,1:00 am,1.3843706,1.4305669,2.3627782,302,516
02/01/2013,1:30 am,1.1162857,1.103249,2.2827775,222,480
02/01/2013,2:00 am,1.0193971,1.0891585,2.0472224,206,428
02/01/2013,2:30 am,0.7768056,0.9031054,1.8622221,164,380
02/01/2013,3:00 am,0.9943617,0.64005744,1.5988889,196,338
02/01/2013,3:30 am,0.7504767,0.5490009,1.4488888,138,294
02/01/2013,4:00 am,1.2526577,0.73751426,1.8276834,246,370
02/01/2013,4:30 am,1.5202115,0.87918633,2.3494442,288,456
02/01/2013,5:00 am,2.2673166,1.5765566,4.1172223,478,834
02/01/2013,5:30 am,4.695075,2.1346307,6.5116663,1028,1372
02/01/2013,6:00 am,9.720773,3.9264472,9.937778,2174,2110
02/01/2013,6:30 am,13.674454,5.1640124,16.058336,2946,3092
02/01/2013,7:00 am,22.593296,7.207617,21.418894,4576,4386
02/01/2013,7:30 am,27.177076,8.027308,24.851109,5196,4928
02/01/2013,8:00 am,29.416674,9.038484,29.821661,5106,5998
02/01/2013,8:30 am,27.365551,7.8309164,26.133892,4572,5084
02/01/2013,9:00 am,40.95471,7.414386,26.182219,4344,5124
02/01/2013,9:30 am,26.62244,7.4488235,22.90056,3788,4506
02/01/2013,10:00 am,18.781313,10.609509,22.50333,3476,4320
02/01/2013,10:30 am,15.331897,13.36023,20.295904,2932,3844
02/01/2013,11:00 am,15.965991,6.7596807,23.366108,3004,4392
02/01/2013,11:30 am,15.341596,8.715765,22.54111,2814,4310
02/01/2013,Noon,14.940908,8.562756,23.928335,2950,4604
02/01/2013,12:30 pm,15.862224,8.289383,23.062777,2878,4640
02/01/2013,1:00 pm,17.343193,8.524271,23.44,3244,4676
02/01/2013,1:30 pm,17.852474,9.371994,24.31055,3056,4772
02/01/2013,2:00 pm,19.229315,9.851252,25.315557,3488,5074
02/01/2013,2:30 pm,19.13645,11.074514,26.598888,3498,5298
02/01/2013,3:00 pm,18.887882,12.061844,29.505001,3626,5762
02/01/2013,3:30 pm,19.378723,14.865142,33.21611,3614,5924
02/01/2013,4:00 pm,21.751356,15.817446,69.350555,3860,3928
02/01/2013,4:30 pm,22.526339,16.980322,75.884445,3756,3874
02/01/2013,5:00 pm,66.84601,16.197752,76.58833,3174,3924
02/01/2013,5:30 pm,28.206196,17.743406,76.97778,3370,3892
02/01/2013,6:00 pm,20.761116,15.730928,70.36445,3360,4256
02/01/2013,6:30 pm,16.723656,12.900272,24.965,3036,4946
02/01/2013,7:00 pm,15.091585,8.797076,21.38,2950,4376
02/01/2013,7:30 pm,12.587043,8.409135,17.88611,2474,3752
02/01/2013,8:00 pm,11.166033,7.650001,16.171667,2196,3388
02/01/2013,8:30 pm,9.838932,7.052122,14.505556,2012,3064
02/01/2013,9:00 pm,9.479737,6.4207354,13.509443,1988,2804
02/01/2013,9:30 pm,9.100574,6.234493,12.17722,1910,2518
02/01/2013,10:00 pm,8.800268,5.634528,11.259444,1864,2370
02/01/2013,10:30 pm,7.4483643,5.0656424,10.165556,1600,2202
02/01/2013,11:00 pm,6.104785,4.156946,8.773334,1310,1874
02/01/2013,11:30 pm,4.3590593,3.7474077,6.985556,930,1486
02/01/2013,Midnight,3.512594,3.5681784,6.0288873,718,1322
03/01/2013,12:30 am,2.5522046,2.6625123,4.8227777,538,1040
03/01/2013,1:00 am,2.006482,1.8348385,3.9472222,380,812
03/01/2013,1:30 am,1.6670883,1.5868001,3.579445,312,734
03/01/2013,2:00 am,1.6411407,1.1960667,3.0616672,292,652
03/01/2013,2:30 am,1.2813579,1.043229,2.981667,222,568
03/01/2013,3:00 am,1.2442527,0.8846804,2.715556,228,546
03/01/2013,3:30 am,1.2022324,0.7574925,2.1349998,206,412
03/01/2013,4:00 am,1.4876125,0.843924,2.5755553,282,458
03/01/2013,4:30 am,1.608083,0.8731672,2.91,306,518
03/01/2013,5:00 am,2.5886798,1.6296108,3.5016665,480,704
03/01/2013,5:30 am,4.7623816,2.3984056,5.5238886,1008,1130
03/01/2013,6:00 am,9.7828455,3.898851,9.808889,2092,2076
03/01/2013,6:30 am,14.248296,5.3485785,14.614445,2940,2914
03/01/2013,7:00 am,25.189571,8.171879,22.135004,4836,4392
03/01/2013,7:30 am,28.35248,8.255323,26.108889,5290,4992
03/01/2013,8:00 am,32.921963,9.078071,32.262222,5422,6170
03/01/2013,8:30 am,31.900064,8.264609,28.646666,5066,5456
03/01/2013,9:00 am,26.939062,7.2076163,26.797218,4966,5256
03/01/2013,9:30 am,20.327908,6.555803,22.53555,4024,4350
03/01/2013,10:00 am,20.488352,6.9304175,22.074444,3852,4264
03/01/2013,10:30 am,16.471312,7.8473067,21.656727,3136,3992
03/01/2013,11:00 am,16.175867,7.8674726,22.454803,3162,4188
03/01/2013,11:30 am,16.064383,8.243114,21.11333,3152,4184
03/01/2013,Noon,16.510113,8.634759,22.856112,3332,4422
03/01/2013,12:30 pm,15.537328,9.139191,22.471178,3146,4410
03/01/2013,1:00 pm,17.258593,9.18287,23.443335,3006,742
03/01/2013,1:30 pm,15.891104,9.487232,23.134443,3210,4576
03/01/2013,2:00 pm,17.615826,10.189423,25.462782,3578,4900
03/01/2013,2:30 pm,18.14187,11.690789,27.371666,3636,5324
03/01/2013,3:00 pm,20.138577,12.947284,29.839437,4050,5882
03/01/2013,3:30 pm,20.225891,14.03156,40.534447,4078,5888
03/01/2013,4:00 pm,19.172297,16.133785,37.665012,3906,6132
03/01/2013,4:30 pm,20.502163,17.464642,40.094448,3980,6058
03/01/2013,5:00 pm,27.633785,16.931486,75.58332,4112,4588
03/01/2013,5:30 pm,41.163345,16.852802,67.689995,3814,4260
03/01/2013,6:00 pm,28.54976,13.294213,51.173332,3642,4516
03/01/2013,6:30 pm,17.262966,13.441884,26.751673,3492,5316
03/01/2013,7:00 pm,16.04864,11.52348,20.79,3290,4330
03/01/2013,7:30 pm,12.5554085,8.388761,18.053337,2704,3796
03/01/2013,8:00 pm,10.635496,7.7448406,15.988332,2322,3440
03/01/2013,8:30 pm,10.403276,6.975209,14.698335,2286,3172
03/01/2013,9:00 pm,9.120572,6.5196695,14.081112,2000,3026
03/01/2013,9:30 pm,9.750253,7.191498,12.702221,2084,2774
03/01/2013,10:00 pm,8.302148,5.9710264,10.95389,1822,2358
03/01/2013,10:30 pm,8.458573,5.356985,10.4811125,1802,2204
03/01/2013,11:00 pm,6.415786,4.0808434,8.308889,1360,1800
03/01/2013,11:30 pm,4.755116,3.8599098,7.292778,1000,1566
03/01/2013,Midnight,4.0467405,3.908864,6.3333344,844,1388
04/01/2013,12:30 am,2.8259895,2.596825,4.869444,580,1032
04/01/2013,1:00 am,2.5271323,1.9331996,3.946667,506,824
04/01/2013,1:30 am,1.7644023,1.4309897,3.4433331,322,718
04/01/2013,2:00 am,1.77853,1.14479,2.826111,320,612
04/01/2013,2:30 am,1.6812961,1.4041526,2.883334,332,590
04/01/2013,3:00 am,1.1880419,1.2400976,2.7255552,236,592
04/01/2013,3:30 am,1.2457492,0.86892956,2.5755556,222,474
04/01/2013,4:00 am,1.6537069,0.891672,2.2344437,310,440
04/01/2013,4:30 am,1.8833042,1.0307975,2.737222,340,492
04/01/2013,5:00 am,2.340188,1.3828117,3.8327782,468,730
04/01/2013,5:30 am,4.42285,2.0888846,5.2816668,918,1126
04/01/2013,6:00 am,10.188937,4.0133657,9.447776,2174,2058
04/01/2013,6:30 am,13.346849,5.3001904,14.382223,2830,2996
04/01/2013,7:00 am,23.519203,7.5348706,22.585554,4618,4420
04/01/2013,7:30 am,28.56083,8.628076,27.15444,5250,5284
04/01/2013,8:00 am,36.348892,9.567441,33.52611,5438,6412
04/01/2013,8:30 am,34.777607,8.231906,29.472776,5126,5654
04/01/2013,9:00 am,28.421972,7.4890313,27.551113,5254,5456
04/01/2013,9:30 am,21.097467,7.7217283,23.842777,4200,4676
04/01/2013,10:00 am,20.25305,7.845479,23.825554,4058,4828
04/01/2013,10:30 am,16.79806,7.905698,22.614449,3310,4510
04/01/2013,11:00 am,16.778708,8.479893,25.025988,3408,4754
04/01/2013,11:30 am,16.848967,8.944848,24.30056,3382,4810
04/01/2013,Noon,17.358747,9.601902,24.77278,3558,4852
04/01/2013,12:30 pm,16.46035,9.142259,25.213892,3436,5116
04/01/2013,1:00 pm,18.2624,9.377263,25.453335,3794,5186
04/01/2013,1:30 pm,17.953918,10.587564,24.10333,3698,4922
04/01/2013,2:00 pm,18.122118,11.832229,26.658333,3730,5308
04/01/2013,2:30 pm,43.526196,12.999869,29.944998,3444,5864
04/01/2013,3:00 pm,22.870985,13.313074,29.11111,4372,5854
04/01/2013,3:30 pm,19.951895,14.448192,33.40833,3902,6536
04/01/2013,4:00 pm,19.864546,16.578602,47.13056,3536,5938
04/01/2013,4:30 pm,24.820993,17.303013,77.583336,4166,4072
04/01/2013,5:00 pm,24.5873,16.637136,72.00166,4240,4098
04/01/2013,5:30 pm,22.451342,16.329212,65.60944,3778,3722
04/01/2013,6:00 pm,20.463875,15.123096,58.811108,3586,4224
04/01/2013,6:30 pm,16.523964,13.643653,24.05,3256,4826
04/01/2013,7:00 pm,16.923483,10.678568,23.297777,3522,4740
04/01/2013,7:30 pm,14.388243,9.659267,18.025,2966,3856
04/01/2013,8:00 pm,11.940448,7.8525796,15.742222,2574,3392
04/01/2013,8:30 pm,10.356647,7.4813647,15.117223,2250,3256
04/01/2013,9:00 pm,10.14136,6.7514424,13.620555,2228,2894
04/01/2013,9:30 pm,11.349267,7.4868517,14.02722,2456,2966
04/01/2013,10:00 pm,9.899285,6.867675,13.050556,2226,2772
04/01/2013,10:30 pm,10.718021,7.1702323,12.821667,2314,2742
04/01/2013,11:00 pm,8.554208,6.004901,11.303891,1892,2470
04/01/2013,11:30 pm,6.4319634,5.383064,8.996112,1436,1986
04/01/2013,Midnight,5.583137,4.7078466,8.593888,1242,1884
05/01/2013,12:30 am,4.25641,3.434207,6.717778,906,1436
05/01/2013,1:00 am,3.3760636,3.0420299,5.4611115,740,1142
05/01/2013,1:30 am,2.4072778,2.2378075,4.6588893,500,1002
05/01/2013,2:00 am,2.0730188,2.1797535,4.5955563,408,980
05/01/2013,2:30 am,1.8020511,2.1383092,4.1944447,372,908
05/01/2013,3:00 am,1.516341,1.7050567,3.3816667,326,718
05/01/2013,3:30 am,1.1687411,1.4554244,2.9672234,246,618
05/01/2013,4:00 am,1.1856272,1.2650598,2.0033898,226,408
05/01/2013,4:30 am,1.2323657,1.1716235,2.1038885,244,402
05/01/2013,5:00 am,1.5980785,1.1866702,2.2233331,312,446
05/01/2013,5:30 am,1.7013195,1.1218045,2.4483328,328,500
05/01/2013,6:00 am,2.7563248,1.6470844,3.158889,594,670
05/01/2013,6:30 am,3.1421816,1.9469107,4.382222,690,918
05/01/2013,7:00 am,5.1911817,2.3069408,6.8555555,1134,1488
05/01/2013,7:30 am,5.6491404,2.6711748,6.7616673,1196,1486
05/01/2013,8:00 am,8.044638,3.055015,9.29,1758,2072
05/01/2013,8:30 am,8.526208,4.8466825,10.546112,1920,2362
05/01/2013,9:00 am,10.46726,4.687434,13.547773,2370,3000
05/01/2013,9:30 am,9.418281,4.5726976,14.742219,2122,3262
05/01/2013,10:00 am,13.069634,5.8443217,15.802777,2936,3460
05/01/2013,10:30 am,11.805245,6.267509,18.084444,2678,3964
05/01/2013,11:00 am,13.135153,7.4214225,18.916666,2948,4158
05/01/2013,11:30 am,12.934005,7.8687444,18.581112,2930,4134
05/01/2013,Noon,15.250869,8.804962,19.73166,3266,4316
05/01/2013,12:30 pm,17.260378,8.980928,20.332222,3328,4440
05/01/2013,1:00 pm,15.687293,9.073496,20.27278,3442,4454
05/01/2013,1:30 pm,19.002987,8.721294,19.00889,3304,4222
05/01/2013,2:00 pm,15.027426,9.289357,20.138332,3434,4412
05/01/2013,2:30 pm,16.246758,10.617805,20.01778,3580,4470
05/01/2013,3:00 pm,16.340218,10.173525,20.681671,3608,4562
05/01/2013,3:30 pm,15.578095,9.791047,21.721668,3452,4760
05/01/2013,4:00 pm,16.564665,11.239473,20.588335,3632,4588
05/01/2013,4:30 pm,15.86141,10.940678,21.021107,3444,4584
05/01/2013,5:00 pm,17.415344,11.0794,20.143335,3730,4386
05/01/2013,5:30 pm,18.223436,10.716871,20.552773,3766,4350
05/01/2013,6:00 pm,17.985077,10.115345,19.73166,3866,4166
05/01/2013,6:30 pm,19.05982,10.296815,19.034998,4056,4172
05/01/2013,7:00 pm,17.304342,9.05142,17.63667,3714,3868
05/01/2013,7:30 pm,11.900396,7.3959284,13.126665,2656,2888
05/01/2013,8:00 pm,8.220829,6.005603,10.748334,1852,2380
05/01/2013,8:30 pm,7.1097193,5.160046,9.387221,1600,2126
05/01/2013,9:00 pm,7.446726,5.217643,9.858333,1678,2168
05/01/2013,9:30 pm,7.4383726,5.087873,9.879443,1670,2188
05/01/2013,10:00 pm,8.840649,5.709815,11.132222,1988,2454
05/01/2013,10:30 pm,12.056568,6.8945866,13.372782,2700,2964
05/01/2013,11:00 pm,11.163306,6.809716,12.568334,2480,2848
05/01/2013,11:30 pm,8.131156,5.3062506,9.196112,1838,2038
05/01/2013,Midnight,5.9750414,4.620408,7.568333,1340,1712
06/01/2013,12:30 am,4.132811,3.4977477,5.860555,940,1346
06/01/2013,1:00 am,3.35094,2.6057942,4.8800006,732,1100
06/01/2013,1:30 am,2.6682549,1.9429897,4.1744447,584,918
06/01/2013,2:00 am,2.3048744,1.896581,3.7377775,516,838
06/01/2013,2:30 am,1.9712697,2.3789778,4.5161104,450,1018
06/01/2013,3:00 am,1.7834989,1.797681,3.4049997,378,770
06/01/2013,3:30 am,1.1618257,1.2325355,2.6005554,236,558
06/01/2013,4:00 am,1.0153381,0.93626344,1.8527775,222,414
06/01/2013,4:30 am,0.9304574,0.9911528,1.6205556,192,358
06/01/2013,5:00 am,1.1301867,0.82941186,1.368889,250,298
06/01/2013,5:30 am,1.3228093,0.77501595,1.6744444,280,348
06/01/2013,6:00 am,1.7974819,1.0712589,1.9794447,382,456
06/01/2013,6:30 am,2.2181828,1.3765163,3.2172227,504,714
06/01/2013,7:00 am,3.570727,1.4954277,3.9633336,806,918
06/01/2013,7:30 am,2.779644,1.9342686,4.1016665,622,904
06/01/2013,8:00 am,4.7028074,2.962566,5.675555,1052,1332
06/01/2013,8:30 am,4.413972,2.6494534,6.1988893,996,1394
06/01/2013,9:00 am,6.595019,3.0204248,8.503333,1520,1938
06/01/2013,9:30 am,7.0775323,3.5486414,9.253889,1632,2144
06/01/2013,10:00 am,8.919239,4.358524,11.565556,2094,2620
06/01/2013,10:30 am,9.473094,4.826475,12.529999,2238,2908
06/01/2013,11:00 am,11.352015,5.889702,14.034446,2624,3174
06/01/2013,11:30 am,10.682072,6.5205994,13.947224,2476,3122
06/01/2013,Noon,12.428756,7.235825,15.328334,2866,3452
06/01/2013,12:30 pm,12.945077,7.4937086,17.55778,2974,3940
06/01/2013,1:00 pm,14.378277,8.431844,18.291111,3312,4082
06/01/2013,1:30 pm,13.025315,8.643441,17.74,2984,3946
06/01/2013,2:00 pm,13.501592,8.493108,18.524443,3108,4148
06/01/2013,2:30 pm,13.909188,9.357949,18.001106,3188,4096
06/01/2013,3:00 pm,14.115245,9.1076,19.34722,3238,4258
06/01/2013,3:30 pm,13.920323,9.236421,17.247225,3222,3796
06/01/2013,4:00 pm,15.27201,9.875524,18.621668,3436,4100
06/01/2013,4:30 pm,15.034802,9.4431505,17.616667,3384,3860
06/01/2013,5:00 pm,16.448427,9.105852,17.6,3588,3824
06/01/2013,5:30 pm,17.800148,9.821461,17.677774,3824,3834
06/01/2013,6:00 pm,14.741746,8.522816,16.073887,3196,3466
06/01/2013,6:30 pm,12.429732,8.725722,14.549444,2782,3196
06/01/2013,7:00 pm,12.065351,7.4114413,13.405554,2696,2902
06/01/2013,7:30 pm,11.647256,7.1488876,12.839999,2630,2818
06/01/2013,8:00 pm,8.843688,6.6927314,12.249444,2012,2734
06/01/2013,8:30 pm,8.6544485,6.754038,12.827776,1956,2832
06/01/2013,9:00 pm,8.351856,6.432603,11.126666,1878,2444
06/01/2013,9:30 pm,7.625352,5.4872837,9.36889,1720,2086
06/01/2013,10:00 pm,6.0615926,4.1076827,8.3088875,1380,1796
06/01/2013,10:30 pm,5.9780827,4.011111,7.7583346,1366,1728
06/01/2013,11:00 pm,5.337022,2.9135969,6.163333,1186,1386
06/01/2013,11:30 pm,3.9093313,3.0463195,5.0994444,882,1124
06/01/2013,Midnight,2.9694102,2.663339,4.7033334,642,1020
07/01/2013,12:30 am,1.8908457,1.6681483,3.2744443,410,718
07/01/2013,1:00 am,1.8144505,1.6836959,2.454444,374,518
07/01/2013,1:30 am,1.3040587,1.146393,2.003889,282,428
07/01/2013,2:00 am,0.9767075,0.943804,1.8327777,180,374
07/01/2013,2:30 am,1.0896183,1.1221645,1.9377773,198,398
07/01/2013,3:00 am,0.8582887,0.8352314,1.7683332,174,362
07/01/2013,3:30 am,1.014027,0.658575,1.6111109,188,300
07/01/2013,4:00 am,1.4935035,0.84256345,1.63,260,314
07/01/2013,4:30 am,1.8210171,0.87220657,2.3077774,336,460
07/01/2013,5:00 am,2.4274268,1.4486182,3.3683333,508,720
07/01/2013,5:30 am,4.860404,2.2043922,5.4399996,1030,1148
07/01/2013,6:00 am,9.982474,3.9078245,9.835555,2216,2096
07/01/2013,6:30 am,14.025408,5.6727896,14.9788885,3070,3108
07/01/2013,7:00 am,25.06151,8.161754,23.239447,4966,4580
07/01/2013,7:30 am,28.83561,8.063028,28.63611,5402,5458
07/01/2013,8:00 am,38.40855,9.140571,34.979443,5382,6708
07/01/2013,8:30 am,42.59657,8.535267,31.88333,4974,6116
07/01/2013,9:00 am,27.790005,7.7269044,29.030558,5102,5758
07/01/2013,9:30 am,21.80682,6.549736,24.197779,4322,4714
07/01/2013,10:00 am,18.553339,7.739696,23.91778,3746,4824
07/01/2013,10:30 am,15.964201,7.7128015,21.909445,3256,4288
07/01/2013,11:00 am,16.132545,7.8598995,23.084997,3252,4524
07/01/2013,11:30 am,14.750162,8.185951,22.85556,3032,4544
07/01/2013,Noon,14.985458,8.5195055,23.279999,3076,4574
07/01/2013,12:30 pm,15.049959,9.383215,22.818892,3054,4580
07/01/2013,1:00 pm,16.469433,8.912128,23.56222,3340,4760
07/01/2013,1:30 pm,15.5933275,9.527928,23.631111,3220,4654
07/01/2013,2:00 pm,16.755749,9.824279,24.325552,3446,4778
07/01/2013,2:30 pm,16.601665,11.62348,28.528881,3476,5586
07/01/2013,3:00 pm,17.944633,13.042299,29.636675,3694,5914
07/01/2013,3:30 pm,17.422792,13.9466,41.49278,3662,5822
07/01/2013,4:00 pm,18.412514,15.598759,65.92113,3872,5132
07/01/2013,4:30 pm,19.20947,17.281458,53.27889,3868,5592
07/01/2013,5:00 pm,21.583172,16.985315,65.007774,4220,4804
07/01/2013,5:30 pm,20.718966,16.240025,54.234444,4084,4746
07/01/2013,6:00 pm,17.841175,14.53683,35.29111,3492,4766
07/01/2013,6:30 pm,16.95467,13.23075,26.146667,3386,5250
07/01/2013,7:00 pm,15.816879,9.241075,20.257776,3286,4274
07/01/2013,7:30 pm,12.319901,8.543942,16.818338,2654,3608
07/01/2013,8:00 pm,9.896286,7.3000417,14.120556,2170,3042
07/01/2013,8:30 pm,9.77363,6.6629014,12.845002,2162,2792
07/01/2013,9:00 pm,8.498088,6.26526,12.043887,1860,2628
07/01/2013,9:30 pm,9.652772,6.5801015,11.872778,2132,2606
07/01/2013,10:00 pm,7.5939393,5.8267035,10.04111,1686,2144
07/01/2013,10:30 pm,6.804986,5.2058697,9.299444,1504,2012
07/01/2013,11:00 pm,6.154835,4.1069384,7.333334,1342,1604
07/01/2013,11:30 pm,4.2637606,3.1937933,5.874445,936,1304
07/01/2013,Midnight,3.6726491,3.363693,5.223334,754,1126
08/01/2013,12:30 am,2.3417134,2.5920992,3.9522219,496,864
08/01/2013,1:00 am,1.8311698,1.6381289,2.7211118,334,578
08/01/2013,1:30 am,1.591139,1.4612323,2.786667,306,554
08/01/2013,2:00 am,1.4526932,1.1636982,2.5705557,244,506
08/01/2013,2:30 am,1.2904584,1.1118481,2.236111,242,442
08/01/2013,3:00 am,1.0326585,1.3547876,2.3949997,214,454
08/01/2013,3:30 am,1.0308809,0.7361732,1.9611107,200,358
08/01/2013,4:00 am,1.5807965,0.90584654,1.9949998,304,392
08/01/2013,4:30 am,1.2711495,1.0765224,2.5772216,258,482
08/01/2013,5:00 am,2.6633668,1.3713156,3.6600003,546,700
08/01/2013,5:30 am,4.8760004,2.4056053,5.5888896,1020,1142
08/01/2013,6:00 am,10.570452,4.162789,9.181666,2322,1938
08/01/2013,6:30 am,14.920552,5.683345,14.282777,3192,2918
08/01/2013,7:00 am,25.532684,7.3618164,23.10611,4838,4536
08/01/2013,7:30 am,31.10846,7.9888287,29.067781,5704,5494
08/01/2013,8:00 am,39.931255,9.671378,34.799446,5376,6638
08/01/2013,8:30 am,44.873974,8.856169,30.563337,5038,5898
08/01/2013,9:00 am,26.338953,8.157947,28.52167,5100,5598
08/01/2013,9:30 am,22.561556,6.695435,24.89056,4502,4848
08/01/2013,10:00 am,20.601921,7.913053,23.44944,4148,4684
08/01/2013,10:30 am,16.316603,7.2600226,21.677778,3316,4314
08/01/2013,11:00 am,15.946996,8.088407,23.42389,3224,4538
08/01/2013,11:30 am,15.331325,8.033812,23.180552,3152,4548
08/01/2013,Noon,15.973711,8.894335,24.375555,3260,4786
08/01/2013,12:30 pm,16.916178,9.346066,23.926664,3386,4778
08/01/2013,1:00 pm,17.838732,9.369962,24.439997,3660,4886
08/01/2013,1:30 pm,16.602964,9.6420765,23.891665,3358,4786
08/01/2013,2:00 pm,17.998716,10.666447,26.224998,3718,5076
08/01/2013,2:30 pm,18.7283,12.382112,28.259447,3860,5628
08/01/2013,3:00 pm,19.075535,14.098554,30.11167,3840,5964
08/01/2013,3:30 pm,19.159351,14.3547735,33.75667,3996,6492
08/01/2013,4:00 pm,20.146275,16.370352,37.39222,4068,6660
08/01/2013,4:30 pm,21.5521,17.469885,48.961662,4290,5976
08/01/2013,5:00 pm,33.884796,17.071922,49.727215,4344,5606
08/01/2013,5:30 pm,50.98586,16.826635,42.464436,4018,5252
08/01/2013,6:00 pm,62.735394,14.853914,29.289995,3508,5228
08/01/2013,6:30 pm,63.695145,13.022448,28.324444,3270,5444
08/01/2013,7:00 pm,52.263992,10.441596,23.860552,3618,4778
08/01/2013,7:30 pm,14.358129,8.581356,19.143887,2844,4066
08/01/2013,8:00 pm,9.985024,7.2359567,16.31111,2148,3424
08/01/2013,8:30 pm,11.350726,7.34594,14.947781,2418,3212
08/01/2013,9:00 pm,10.671835,7.438742,14.920556,2382,3200
08/01/2013,9:30 pm,10.226593,8.041606,14.665,2236,3148
08/01/2013,10:00 pm,8.519593,7.385161,14.55222,1900,3230
08/01/2013,10:30 pm,7.6205926,6.643992,12.733888,1700,2780
08/01/2013,11:00 pm,6.5697045,4.7365174,8.633334,1370,1886
08/01/2013,11:30 pm,4.1478763,3.5749178,6.7600017,906,1476
08/01/2013,Midnight,3.401314,3.36396,6.3022227,714,1378
09/01/2013,12:30 am,2.292412,2.0919836,4.781667,474,1028
09/01/2013,1:00 am,1.8527848,1.7226168,3.3122222,362,708
09/01/2013,1:30 am,1.6380645,1.4808406,3.1391299,300,236
09/01/2013,2:00 am,1.5340456,1.2312279,2.8483336,292,592
09/01/2013,2:30 am,1.4067189,1.3259614,2.192222,264,444
09/01/2013,3:00 am,1.0467165,1.0105349,2.375926,204,140
09/01/2013,3:30 am,1.2374895,1.2986133,1.901111,204,366
09/01/2013,4:00 am,1.4692067,1.0989357,1.8655366,290,350
09/01/2013,4:30 am,1.7316536,0.8608328,2.2711112,320,430
09/01/2013,5:00 am,2.9764543,1.5271995,3.705556,584,744
09/01/2013,5:30 am,4.934139,2.4949307,5.1600013,1030,1090
09/01/2013,6:00 am,10.288473,4.414598,8.963888,2268,1918
09/01/2013,6:30 am,15.242078,5.632922,14.870558,3138,3024
09/01/2013,7:00 am,26.763186,7.60427,22.026665,5130,4376
09/01/2013,7:30 am,30.807621,8.1477165,28.683338,5538,5480
09/01/2013,8:00 am,43.304436,9.133505,34.135555,5362,6478
