
sensor,date,time,Density,Flow,Speed,
S62,2013/01/08,2 PM,21.683285,2688.0,63.32712,
S62,2013/01/08,2:30 PM,23.308838,2900.0,62.78393,
S62,2013/01/08,3 PM,23.647558,2934.0,62.71622,
S62,2013/01/08,3:30 PM,23.702719,3054.0,65.30772,
S62,2013/01/08,4 PM,24.662111,2966.0,61.61232,
S62,2013/01/08,4:30 PM,29.018114,3086.0,57.979343,
S62,2013/01/08,5 PM,45.95359,3060.0,36.688393,
S62,2013/01/08,5:30 PM,68.46435,2762.0,22.468893,
S62,2013/01/08,6 PM,81.57471,2324.0,15.905396,
S62,2013/01/08,6:30 PM,85.49004,2246.0,14.487528,
S62,2013/01/08,7 PM,77.234116,2562.0,18.351402,
S62,2013/01/08,7:30 PM,27.454126,2228.0,56.972755,
S62,2013/01/08,8 PM,12.702948,1664.0,67.02321,
S62,2013/01/08,8:30 PM,13.445179,1780.0,67.33828,
S62,2013/01/08,9 PM,13.099108,1792.0,69.32798,
S62,2013/01/08,9:30 PM,12.126661,1644.0,68.86413,
S62,2013/01/08,10 PM,10.357762,1412.0,69.315704,
S62,2013/01/08,10:30 PM,9.231535,1258.0,69.96953,
S62,2013/01/08,11 PM,8.251737,1036.0,67.11622,
S62,2013/01/08,11:30 PM,5.2144957,680.0,68.33398,
S62,2013/01/08,Midnight,4.344775,560.0,67.9474,
S62,2013/01/09,12:30 AM,2.9255033,364.0,67.99283,
S62,2013/01/09,1 AM,2.3648715,282.0,65.76729,
S62,2013/01/09,1:30 AM,2.21992,228.0,58.406487,
S62,2013/01/09,2 AM,1.8750011,230.0,72.36199,
S62,2013/01/09,2:30 AM,1.7133241,188.0,71.665115,
S62,2013/01/09,3 AM,1.5289743,178.0,75.15313,
S62,2013/01/09,3:30 AM,1.6059464,156.0,60.469494,
S62,2013/01/09,4 AM,1.9142892,216.0,66.081406,
S62,2013/01/09,4:30 AM,2.214747,244.0,63.73811,
S62,2013/01/09,5 AM,3.6877916,412.0,63.969715,
S62,2013/01/09,5:30 AM,5.860013,740.0,68.03964,
S62,2013/01/09,6 AM,11.08241,1472.0,68.57177,
