sensor,date,time,Density,Flow,Speed
S124,02/01/2013,11:30 pm,3.7474077,816,57.321964
S124,02/01/2013,Midnight,3.5681784,734,55.142925
S124,03/01/2013,12:30 am,2.6625123,574,56.702194
S124,03/01/2013,1:00 am,1.8348385,390,56.792805
S124,03/01/2013,1:30 am,1.5868001,318,54.881954
S124,03/01/2013,2:00 am,1.1960667,258,57.519833
S124,03/01/2013,2:30 am,1.043229,210,56.283146
S124,03/01/2013,3:00 am,0.8846804,172,55.73467
S124,03/01/2013,3:30 am,0.7574925,152,56.636204
S124,03/01/2013,4:00 am,0.843924,180,58.399044
S124,03/01/2013,4:30 am,0.8731672,164,53.354935
S124,03/01/2013,5:00 am,1.6296108,308,55.305523
S124,03/01/2013,5:30 am,2.3984056,504,56.89014
S124,03/01/2013,6:00 am,3.898851,838,57.45737
S124,03/01/2013,6:30 am,5.3485785,1114,54.839417
S124,03/01/2013,7:00 am,8.171879,1744,54.89797
S124,03/01/2013,7:30 am,8.255323,1816,56.927834
S124,03/01/2013,8:00 am,9.078071,2004,56.593178
S124,03/01/2013,8:30 am,8.264609,1780,55.656822
S124,03/01/2013,9:00 am,7.2076163,1508,54.593407
S124,03/01/2013,9:30 am,6.555803,1346,54.39077
S124,03/01/2013,10:00 am,6.9304175,1412,53.527977
S124,03/01/2013,10:30 am,7.8473067,1548,53.045605
S124,03/01/2013,11:00 am,7.8674726,1550,52.06573
S124,03/01/2013,11:30 am,8.243114,1726,54.920643
S124,03/01/2013,Noon,8.634759,1752,52.685123
S124,03/01/2013,12:30 pm,9.139191,1918,54.867565
S124,03/01/2013,1:00 pm,9.18287,1974,53.58181
S124,03/01/2013,1:30 pm,9.487232,2092,56.224174
S124,03/01/2013,2:00 pm,10.189423,2166,54.814816
S124,03/01/2013,2:30 pm,11.690789,2590,56.366085
S124,03/01/2013,3:00 pm,12.947284,2914,56.693073
S124,03/01/2013,3:30 pm,14.03156,3230,57.98559
S124,03/01/2013,4:00 pm,16.133785,3794,59.031975
S124,03/01/2013,4:30 pm,17.464642,4076,58.61625
S124,03/01/2013,5:00 pm,16.931486,3962,59.167465
S124,03/01/2013,5:30 pm,16.852802,3890,58.199123
S124,03/01/2013,6:00 pm,13.294213,3074,57.97305
S124,03/01/2013,6:30 pm,13.441884,3046,57.093006
S124,03/01/2013,7:00 pm,11.52348,2618,57.0163
S124,03/01/2013,7:30 pm,8.388761,1932,57.90554
S124,03/01/2013,8:00 pm,7.7448406,1750,57.3196
S124,03/01/2013,8:30 pm,6.975209,1576,57.53898
S124,03/01/2013,9:00 pm,6.5196695,1458,57.012676
S124,03/01/2013,9:30 pm,7.191498,1624,57.90874
S124,03/01/2013,10:00 pm,5.9710264,1320,56.71569
S124,03/01/2013,10:30 pm,5.356985,1194,57.00607
S124,03/01/2013,11:00 pm,4.0808434,906,56.86905
S124,03/01/2013,11:30 pm,3.8599098,834,56.51721
S124,03/01/2013,Midnight,3.908864,818,55.219505
S124,04/01/2013,12:30 am,2.596825,552,57.27461
S124,04/01/2013,1:00 am,1.9331996,408,55.58944
S124,04/01/2013,1:30 am,1.4309897,278,55.100853
S124,04/01/2013,2:00 am,1.14479,254,58.045506
S124,04/01/2013,2:30 am,1.4041526,266,54.473328
S124,04/01/2013,3:00 am,1.2400976,234,52.242393
S124,04/01/2013,3:30 am,0.86892956,168,54.88506
S124,04/01/2013,4:00 am,0.891672,190,58.44005
S124,04/01/2013,4:30 am,1.0307975,194,57.185276
S124,04/01/2013,5:00 am,1.3828117,272,54.536007
S124,04/01/2013,5:30 am,2.0888846,442,58.251762
S124,04/01/2013,6:00 am,4.0133657,874,57.819378
S124,04/01/2013,6:30 am,5.3001904,1116,55.8083
S124,04/01/2013,7:00 am,7.5348706,1636,56.445053
S124,04/01/2013,7:30 am,8.628076,1876,56.401737
S124,04/01/2013,8:00 am,9.567441,2062,56.26827
S124,04/01/2013,8:30 am,8.231906,1758,56.762814
S124,04/01/2013,9:00 am,7.4890313,1580,55.63482
S124,04/01/2013,9:30 am,7.7217283,1602,54.634087
S124,04/01/2013,10:00 am,7.845479,1622,54.637962
S124,04/01/2013,10:30 am,7.905698,1598,53.640614
S124,04/01/2013,11:00 am,8.479893,1802,54.318504
S124,04/01/2013,11:30 am,8.944848,1872,55.617657
S124,04/01/2013,Noon,9.601902,2066,55.428703
S124,04/01/2013,12:30 pm,9.142259,1982,55.16068
S124,04/01/2013,1:00 pm,9.377263,2042,56.353638
S124,04/01/2013,1:30 pm,10.587564,2354,57.240726
S124,04/01/2013,2:00 pm,11.832229,2570,55.979244
S124,04/01/2013,2:30 pm,12.999869,2956,57.675575
S124,04/01/2013,3:00 pm,13.313074,3060,58.095768
S124,04/01/2013,3:30 pm,14.448192,3388,59.212193
S124,04/01/2013,4:00 pm,16.578602,3724,57.631706
S124,04/01/2013,4:30 pm,17.303013,3990,57.8261
S124,04/01/2013,5:00 pm,16.637136,3860,58.31562
S124,04/01/2013,5:30 pm,16.329212,3740,57.409
S124,04/01/2013,6:00 pm,15.123096,3434,57.21576
S124,04/01/2013,6:30 pm,13.643653,3092,56.937073
S124,04/01/2013,7:00 pm,10.678568,2406,56.869816
S124,04/01/2013,7:30 pm,9.659267,2186,57.006817
S124,04/01/2013,8:00 pm,7.8525796,1792,57.43548
S124,04/01/2013,8:30 pm,7.4813647,1714,57.78214
S124,04/01/2013,9:00 pm,6.7514424,1520,57.461353
S124,04/01/2013,9:30 pm,7.4868517,1700,57.189503
S124,04/01/2013,10:00 pm,6.867675,1544,56.721596
S124,04/01/2013,10:30 pm,7.1702323,1616,56.931583
S124,04/01/2013,11:00 pm,6.004901,1332,56.64226
S124,04/01/2013,11:30 pm,5.383064,1176,55.981644
S124,04/01/2013,Midnight,4.7078466,1056,57.603783
S124,05/01/2013,12:30 am,3.434207,774,57.00314
S124,05/01/2013,1:00 am,3.0420299,668,56.914867
S124,05/01/2013,1:30 am,2.2378075,476,54.817806
S124,05/01/2013,2:00 am,2.1797535,462,56.396736
