
sensor,date,time,Density,Flow,Speed,
S1708,2013/01/09,3 AM,1.7259259,48.0,57.77778,
S1708,2013/01/09,3:30 AM,2.0400002,166.0,59.511627,
S1708,2013/01/09,4 AM,2.362712,222.0,59.15625,
S1708,2013/01/09,4:30 AM,2.836667,258.0,59.43,
S1708,2013/01/09,5 AM,4.523334,426.0,60.36111,
S1708,2013/01/09,5:30 AM,7.1088896,746.0,61.483334,
S1708,2013/01/09,6 AM,13.362225,1464.0,61.05,
S1708,2013/01/09,6:30 AM,19.129997,2038.0,59.15,
S1708,2013/01/09,7 AM,31.409994,3216.0,54.8,
S1708,2013/01/09,7:30 AM,34.495556,3456.0,52.366665,
S1708,2013/01/09,8 AM,77.39334,3144.0,28.658333,
S1708,2013/01/09,8:30 AM,73.41555,3172.0,31.0,
S1708,2013/01/09,9 AM,58.621105,2876.0,34.075,
S1708,2013/01/09,9:30 AM,33.27222,2736.0,49.833332,
S1708,2013/01/09,10 AM,27.278889,2724.0,56.725,
S1708,2013/01/09,10:30 AM,22.50778,2218.0,58.341667,
S1708,2013/01/09,11 AM,23.801115,2394.0,58.708332,
S1708,2013/01/09,11:30 AM,23.951113,2388.0,58.141666,
S1708,2013/01/09,Noon,24.023333,2472.0,58.866665,
S1708,2013/01/09,12:30 PM,23.267773,2416.0,58.075,
S1708,2013/01/09,1 PM,24.527779,2608.0,58.358334,
S1708,2013/01/09,1:30 PM,23.832216,2486.0,58.116665,
S1708,2013/01/09,2 PM,27.242226,2688.0,57.45,
S1708,2013/01/09,2:30 PM,26.114443,2742.0,57.9,
S1708,2013/01/09,3 PM,27.716663,2962.0,58.291668,
S1708,2013/01/09,3:30 PM,26.372227,2812.0,58.1,
S1708,2013/01/09,4 PM,29.267773,2856.0,54.141666,
S1708,2013/01/09,4:30 PM,26.792757,2158.0,53.880436,
S1708,2013/01/09,5 PM,27.232225,2750.0,52.716667,
S1708,2013/01/09,5:30 PM,23.789999,2528.0,54.991665,
S1708,2013/01/09,6 PM,73.6289,2664.0,27.516666,
S1708,2013/01/09,6:30 PM,54.41111,2434.0,37.791668,
S1708,2013/01/09,7 PM,21.55556,2442.0,56.266666,
S1708,2013/01/09,7:30 PM,19.144445,2172.0,56.133335,
S1708,2013/01/09,8 PM,16.717775,1864.0,56.575,
S1708,2013/01/09,8:30 PM,15.568888,1758.0,56.875,
S1708,2013/01/09,9 PM,15.137777,1778.0,58.65,
