date ,time ,S60,S124,S1816
13/04/2013,6:00 am,3.0407045,1.6837784,3.7861106
13/04/2013,6:30 am,4.3708725,2.2310002,4.7411118
13/04/2013,7:00 am,7.7877555,2.9655995,7.132777
13/04/2013,7:30 am,8.987089,3.2075732,7.6305537
13/04/2013,8:00 am,9.347898,4.221973,11.007221
13/04/2013,8:30 am,10.721623,4.611388,11.090556
13/04/2013,9:00 am,13.930944,5.731396,15.114444
13/04/2013,9:30 am,12.532476,6.145821,15.283337
13/04/2013,10:00 am,16.043211,7.5321665,17.689445
13/04/2013,10:30 am,14.746055,7.5641255,18.950003
13/04/2013,11:00 am,16.433699,7.7322145,19.927776
13/04/2013,11:30 am,16.17919,8.767517,21.70111
13/04/2013,Noon,18.75522,9.476101,22.873888
13/04/2013,12:30 pm,19.195526,11.1231785,24.555
13/04/2013,1:00 pm,21.951637,10.59265,24.864449
13/04/2013,1:30 pm,20.632666,10.695929,25.04611
13/04/2013,2:00 pm,21.601654,11.085666,23.871113
13/04/2013,2:30 pm,22.163435,11.156159,25.269444
13/04/2013,3:00 pm,23.466413,11.6491995,25.249445
13/04/2013,3:30 pm,19.509264,12.20991,24.806665
13/04/2013,4:00 pm,21.532133,13.259467,25.447775
13/04/2013,4:30 pm,19.866047,11.488911,23.990553
13/04/2013,5:00 pm,22.057774,12.122936,23.137777
13/04/2013,5:30 pm,21.918575,10.856942,23.500566
13/04/2013,6:00 pm,20.578495,10.282988,24.291111
13/04/2013,6:30 pm,20.927513,9.597778,23.758884
13/04/2013,7:00 pm,18.232979,9.211043,23.563335
13/04/2013,7:30 pm,15.4286995,8.237699,18.783892
13/04/2013,8:00 pm,13.278259,8.654444,15.830554
13/04/2013,8:30 pm,11.807174,7.985304,15.029444
13/04/2013,9:00 pm,12.789713,7.924346,15.206666
13/04/2013,9:30 pm,12.661184,8.282714,14.974443
13/04/2013,10:00 pm,11.194029,8.403132,16.436111
13/04/2013,10:30 pm,12.477069,10.264628,20.456112
13/04/2013,11:00 pm,11.496668,10.730371,20.112782
13/04/2013,11:30 pm,8.426858,6.8800416,16.055555
13/04/2013,Midnight,6.6452317,5.3711066,12.054998
14/04/2013,12:30 am,5.047203,4.234805,8.413333
14/04/2013,1:00 am,4.1124945,3.277379,6.346667
14/04/2013,1:30 am,3.2500563,2.8016434,5.8755565
14/04/2013,2:00 am,2.5960536,2.767524,4.8649993
14/04/2013,2:30 am,2.4469743,2.7998917,5.4688873
14/04/2013,3:00 am,2.076424,2.1329618,4.4666667
14/04/2013,3:30 am,1.5699548,1.4675337,3.1605558
14/04/2013,4:00 am,1.3831809,1.5035264,2.387778
14/04/2013,4:30 am,1.0501554,1.1966859,1.908889
14/04/2013,5:00 am,1.2239498,1.0243144,1.5711111
14/04/2013,5:30 am,1.4991363,1.1148158,1.8083329
14/04/2013,6:00 am,2.1038222,1.1928936,2.5177777
14/04/2013,6:30 am,2.5785856,1.9399866,3.3466668
14/04/2013,7:00 am,3.910866,2.085971,3.9961119
14/04/2013,7:30 am,3.271302,2.3293831,4.371667
14/04/2013,8:00 am,5.4770985,3.1295679,5.778888
14/04/2013,8:30 am,5.19379,2.826233,6.0350013
14/04/2013,9:00 am,7.655,3.6741316,9.340556
14/04/2013,9:30 am,8.380533,4.003652,10.508334
14/04/2013,10:00 am,10.319495,5.348526,13.415
14/04/2013,10:30 am,11.463032,5.589927,14.621663
14/04/2013,11:00 am,12.930583,6.9573536,14.9738865
14/04/2013,11:30 am,12.474122,7.1495667,15.540556
14/04/2013,Noon,14.232203,7.866004,18.750557
14/04/2013,12:30 pm,15.233237,8.680769,20.477224
14/04/2013,1:00 pm,16.736696,9.400849,22.337221
14/04/2013,1:30 pm,15.761386,8.93665,26.23667
14/04/2013,2:00 pm,15.143836,9.930448,24.907227
14/04/2013,2:30 pm,15.713816,9.597903,23.710554
14/04/2013,3:00 pm,16.838406,10.047122,25.116112
14/04/2013,3:30 pm,14.837162,9.517087,22.357225
14/04/2013,4:00 pm,15.5482025,10.003121,24.273335
14/04/2013,4:30 pm,14.806502,10.186521,23.642778
14/04/2013,5:00 pm,15.72993,9.416897,22.118334
14/04/2013,5:30 pm,14.735231,9.261888,21.189997
14/04/2013,6:00 pm,13.599378,7.886561,19.446667
14/04/2013,6:30 pm,14.863162,7.7484984,19.02889
14/04/2013,7:00 pm,13.576121,7.3926673,16.890556
14/04/2013,7:30 pm,12.693415,6.4804835,15.577779
14/04/2013,8:00 pm,10.131661,6.1629043,14.152778
14/04/2013,8:30 pm,9.418848,6.127818,13.30722
14/04/2013,9:00 pm,9.102033,5.7183056,12.5194435
14/04/2013,9:30 pm,9.91093,6.4866147,11.3133335
14/04/2013,10:00 pm,8.488322,5.6130037,9.844443
14/04/2013,10:30 pm,6.1606207,4.461038,9.432776
14/04/2013,11:00 pm,5.0682654,4.4374566,9.1900015
14/04/2013,11:30 pm,4.4759626,4.59265,7.1850004
14/04/2013,Midnight,3.4338324,3.1600547,5.667222
15/04/2013,12:30 am,2.4345481,2.3489087,4.1038885
15/04/2013,1:00 am,2.092216,1.5325162,2.9222224
15/04/2013,1:30 am,1.5300099,1.404402,2.1705556
15/04/2013,2:00 am,1.2426984,1.0659516,1.8894441
15/04/2013,2:30 am,0.92980385,0.80471826,1.9383332
15/04/2013,3:00 am,0.8369687,0.7566955,1.7488887
15/04/2013,3:30 am,1.0827216,0.6863483,1.7444443
15/04/2013,4:00 am,1.4559482,1.0190364,1.8488885
15/04/2013,4:30 am,1.7976419,1.0492954,2.0383337
15/04/2013,5:00 am,2.8739173,1.3875643,3.8188891
15/04/2013,5:30 am,4.830401,2.5164008,5.5838895
15/04/2013,6:00 am,10.271336,4.313819,9.618333
15/04/2013,6:30 am,10.6827965,6.0039496,14.601667
15/04/2013,7:00 am,24.657757,7.8376355,21.852776
15/04/2013,7:30 am,30.714365,8.162846,27.029999
15/04/2013,8:00 am,46.359653,9.573344,32.504997
15/04/2013,8:30 am,33.432735,8.500273,29.815557
15/04/2013,9:00 am,26.785027,8.784371,27.075556
15/04/2013,9:30 am,22.927687,7.4525847,23.65222
15/04/2013,10:00 am,20.910093,7.638259,22.56556
15/04/2013,10:30 am,17.078989,8.64544,21.82778
15/04/2013,11:00 am,16.189127,8.510094,21.763332
15/04/2013,11:30 am,16.320242,8.771676,21.307775
15/04/2013,Noon,17.272457,8.50759,23.739447
15/04/2013,12:30 pm,16.64832,9.065724,25.225555
15/04/2013,1:00 pm,17.410074,9.576752,25.63778
15/04/2013,1:30 pm,16.728771,9.384462,25.523893
15/04/2013,2:00 pm,18.364346,10.643154,26.39889
15/04/2013,2:30 pm,18.841728,12.213344,30.27889
15/04/2013,3:00 pm,19.57635,13.6898985,30.876102
15/04/2013,3:30 pm,22.092144,15.063607,34.51277
15/04/2013,4:00 pm,20.536774,16.275652,41.00945
15/04/2013,4:30 pm,23.246431,17.058826,55.893894
15/04/2013,5:00 pm,21.6251,16.941816,42.00334
15/04/2013,5:30 pm,21.310202,16.522913,41.934998
15/04/2013,6:00 pm,19.453478,13.656466,29.611107
15/04/2013,6:30 pm,19.479473,12.3299465,25.461111
15/04/2013,7:00 pm,16.131126,9.452173,20.155552
15/04/2013,7:30 pm,12.159317,7.993469,17.936668
15/04/2013,8:00 pm,10.709433,8.02635,16.328888
15/04/2013,8:30 pm,10.457098,7.820158,16.278889
15/04/2013,9:00 pm,10.663215,8.174789,15.725
15/04/2013,9:30 pm,11.300113,8.950473,17.905556
15/04/2013,10:00 pm,9.591149,6.987065,15.530555
15/04/2013,10:30 pm,8.083656,5.965912,12.549444
15/04/2013,11:00 pm,6.331229,5.011362,9.804999
15/04/2013,11:30 pm,4.4517946,3.934223,7.471667
15/04/2013,Midnight,4.117557,4.0066648,6.207779
16/04/2013,12:30 am,2.8109763,2.8998783,4.8955545
16/04/2013,1:00 am,2.1355927,1.9579102,3.298333
16/04/2013,1:30 am,1.5372772,1.5069731,2.9900002
16/04/2013,2:00 am,1.4697665,1.2672734,2.556667
16/04/2013,2:30 am,1.3827575,0.84296775,2.2766662
16/04/2013,3:00 am,1.2401752,0.93751633,2.341666
16/04/2013,3:30 am,1.114283,0.8798726,1.5199997
16/04/2013,4:00 am,1.5469557,0.86119103,1.6683333
16/04/2013,4:30 am,1.4048076,1.2463454,2.5922225
16/04/2013,5:00 am,3.1046474,1.7072923,3.3677783
16/04/2013,5:30 am,5.0823565,2.5586283,5.4700003
16/04/2013,6:00 am,10.87845,4.5608835,9.297778
16/04/2013,6:30 am,15.820384,6.26916,15.174444
16/04/2013,7:00 am,26.310732,7.729277,20.96111
16/04/2013,7:30 am,33.990833,9.112482,27.02111
16/04/2013,8:00 am,41.34238,9.714676,32.752773
16/04/2013,8:30 am,40.75243,8.785955,29.785
16/04/2013,9:00 am,61.244183,7.582109,27.50667
16/04/2013,9:30 am,82.693596,6.531805,24.018887
16/04/2013,10:00 am,28.438698,8.979432,24.166662
16/04/2013,10:30 am,17.24603,7.466588,33.222786
16/04/2013,11:00 am,17.855078,7.5549927,29.93389
16/04/2013,11:30 am,16.536676,8.925673,23.074444
16/04/2013,Noon,17.523293,8.641753,23.990551
16/04/2013,12:30 pm,16.89941,9.2543745,24.474443
16/04/2013,1:00 pm,17.684364,9.396836,23.98778
16/04/2013,1:30 pm,18.018925,9.83454,25.739996
16/04/2013,2:00 pm,18.758379,9.560656,26.84945
16/04/2013,2:30 pm,19.60081,13.171529,27.947227
16/04/2013,3:00 pm,20.968067,13.201574,31.023888
16/04/2013,3:30 pm,20.58359,15.194011,32.071114
16/04/2013,4:00 pm,21.264818,16.330557,40.04222
16/04/2013,4:30 pm,23.52148,16.648237,67.451675
16/04/2013,5:00 pm,42.00695,15.048147,61.924446
16/04/2013,5:30 pm,51.12043,15.210767,71.683334
16/04/2013,6:00 pm,57.924633,13.882228,65.46223
16/04/2013,6:30 pm,20.017561,11.479398,40.65277
16/04/2013,7:00 pm,19.371939,11.002666,22.48389
16/04/2013,7:30 pm,14.786898,10.216229,19.236109
16/04/2013,8:00 pm,11.047522,8.895102,18.059444
16/04/2013,8:30 pm,12.062696,8.937382,17.701666
16/04/2013,9:00 pm,12.068894,8.554565,18.23222
16/04/2013,9:30 pm,12.594267,8.643992,17.305553
16/04/2013,10:00 pm,9.136686,7.2278757,13.17333
16/04/2013,10:30 pm,9.249293,6.363612,12.718889
16/04/2013,11:00 pm,6.950681,4.874811,10.696667
16/04/2013,11:30 pm,4.978204,4.4493475,9.333333
16/04/2013,Midnight,3.8208592,3.9968984,6.5094438
17/04/2013,12:30 am,2.9635282,2.9480948,4.968333
17/04/2013,1:00 am,1.9980319,1.7625955,3.8638885
17/04/2013,1:30 am,1.7576084,1.8160641,3.0016665
17/04/2013,2:00 am,1.4167333,1.2741936,3.0733337
17/04/2013,2:30 am,1.1222856,1.2647232,2.3583336
17/04/2013,3:00 am,1.3839705,1.0764775,2.5905547
17/04/2013,3:30 am,1.1723725,0.7739343,1.7349998
17/04/2013,4:00 am,1.2312785,0.72600836,2.2727776
17/04/2013,4:30 am,1.9073071,1.1954001,2.0333333
17/04/2013,5:00 am,3.1627512,1.762333,3.502778
17/04/2013,5:30 am,5.3314505,2.4356208,5.7038884
17/04/2013,6:00 am,10.440521,4.4448595,9.774444
17/04/2013,6:30 am,15.517683,5.701844,13.962778
17/04/2013,7:00 am,27.184856,7.8136888,21.508335
17/04/2013,7:30 am,31.305147,8.453314,27.02555
17/04/2013,8:00 am,42.845375,9.80579,31.610546
17/04/2013,8:30 am,35.24733,8.736206,31.082777
17/04/2013,9:00 am,28.738213,8.4574585,28.41444
17/04/2013,9:30 am,22.966806,7.9809284,23.64777
17/04/2013,10:00 am,22.385288,8.206354,22.966667
17/04/2013,10:30 am,17.095264,7.909178,20.54111
17/04/2013,11:00 am,17.448462,8.1617985,23.459997
17/04/2013,11:30 am,16.430647,8.398802,22.381666
17/04/2013,Noon,17.070326,8.916057,24.616667
17/04/2013,12:30 pm,16.875196,10.447119,24.908888
17/04/2013,1:00 pm,18.587976,10.049479,27.588886
17/04/2013,1:30 pm,17.99477,10.8973255,26.108332
17/04/2013,2:00 pm,19.262156,10.765752,28.354445
17/04/2013,2:30 pm,19.154959,12.590628,30.77167
17/04/2013,3:00 pm,21.112572,13.276258,33.366665
17/04/2013,3:30 pm,20.881008,15.040632,36.39778
17/04/2013,4:00 pm,21.28448,16.594288,40.968884
17/04/2013,4:30 pm,22.640886,17.328466,60.64666
17/04/2013,5:00 pm,22.195,17.424961,65.24832
17/04/2013,5:30 pm,24.036242,16.588886,68.54112
17/04/2013,6:00 pm,23.10561,14.732785,46.94445
17/04/2013,6:30 pm,21.448057,12.833448,24.164999
17/04/2013,7:00 pm,19.92679,10.8786745,26.341108
17/04/2013,7:30 pm,14.992356,10.024293,22.997227
17/04/2013,8:00 pm,12.208894,8.593538,22.628334
17/04/2013,8:30 pm,12.761549,8.826778,21.444998
17/04/2013,9:00 pm,13.145196,9.22498,20.767221
17/04/2013,9:30 pm,13.144748,9.03374,21.074999
17/04/2013,10:00 pm,10.757465,7.6621366,15.051113
17/04/2013,10:30 pm,9.373125,6.1114507,12.577776
17/04/2013,11:00 pm,7.042991,4.8616366,11.60111
17/04/2013,11:30 pm,4.4697323,3.930275,8.587221
17/04/2013,Midnight,4.0895004,3.7822294,7.2266674
18/04/2013,12:30 am,2.8741693,2.9216156,5.425555
18/04/2013,1:00 am,2.016931,1.835748,4.6938887
18/04/2013,1:30 am,2.1336129,1.6208645,3.311666
18/04/2013,2:00 am,1.713117,1.4527436,3.4066663
18/04/2013,2:30 am,1.6277546,1.2044785,2.581111
18/04/2013,3:00 am,1.4675307,0.96580964,2.7183332
18/04/2013,3:30 am,1.2813957,0.79346436,2.0794444
18/04/2013,4:00 am,1.8582776,0.8847899,2.1283333
18/04/2013,4:30 am,1.7912089,1.1614354,2.507222
18/04/2013,5:00 am,2.9024541,1.723569,4.4416666
18/04/2013,5:30 am,5.331094,2.5048969,7.312779
18/04/2013,6:00 am,11.299612,4.7157307,12.625558
18/04/2013,6:30 am,16.823372,5.969322,17.791666
18/04/2013,7:00 am,25.797054,8.328833,25.484444
18/04/2013,7:30 am,31.839495,8.435318,29.947224
18/04/2013,8:00 am,46.21379,9.29251,34.955555
18/04/2013,8:30 am,43.54851,8.251589,31.112219
18/04/2013,9:00 am,29.055595,8.260337,27.967216
18/04/2013,9:30 am,23.055931,7.2586584,24.700005
18/04/2013,10:00 am,23.591404,7.932585,23.08222
18/04/2013,10:30 am,18.532911,7.224184,22.28
18/04/2013,11:00 am,19.602877,8.309886,24.466667
18/04/2013,11:30 am,20.09417,9.172916,27.800554
18/04/2013,Noon,21.248573,9.664984,30.663885
18/04/2013,12:30 pm,22.2983,9.551242,31.846666
18/04/2013,1:00 pm,23.636244,11.3810425,34.523884
18/04/2013,1:30 pm,25.217113,11.007784,38.114998
18/04/2013,2:00 pm,28.887827,12.168411,40.510002
18/04/2013,2:30 pm,34.21008,13.096043,36.264442
18/04/2013,3:00 pm,29.659742,13.870461,43.51445
18/04/2013,3:30 pm,60.58822,15.825056,70.93835
18/04/2013,4:00 pm,67.98229,16.568663,57.864445
18/04/2013,4:30 pm,76.99392,18.540066,73.35945
18/04/2013,5:00 pm,84.3828,15.948343,73.319435
18/04/2013,5:30 pm,80.93404,15.180112,76.079445
18/04/2013,6:00 pm,77.21163,14.42277,77.63111
18/04/2013,6:30 pm,70.77319,12.966429,45.216675
18/04/2013,7:00 pm,51.584454,13.331278,29.178892
18/04/2013,7:30 pm,13.514181,9.259999,22.837227
18/04/2013,8:00 pm,11.295944,7.7762604,21.946665
18/04/2013,8:30 pm,10.3541,6.3739715,17.241669
18/04/2013,9:00 pm,10.12423,6.1672916,16.233334
18/04/2013,9:30 pm,10.092054,5.7985125,15.259444
18/04/2013,10:00 pm,10.480033,6.692427,11.003333
18/04/2013,10:30 pm,9.536302,5.676414,11.430557
18/04/2013,11:00 pm,7.852949,5.03423,8.361112
18/04/2013,11:30 pm,7.416746,4.7011895,6.308889
18/04/2013,Midnight,6.2425623,4.8380136,6.171111
19/04/2013,12:30 am,3.412605,3.3559048,4.6761117
19/04/2013,1:00 am,3.5203087,2.7997224,3.9538882
19/04/2013,1:30 am,3.3510768,2.3353682,3.7750006
19/04/2013,2:00 am,2.5516043,2.0294573,2.3149998
19/04/2013,2:30 am,2.5569344,1.5864278,2.7627776
19/04/2013,3:00 am,1.7842885,1.0339589,2.4949996
19/04/2013,3:30 am,1.9648397,0.798827,2.2988887
19/04/2013,4:00 am,2.4903612,0.8948452,2.1101696
19/04/2013,4:30 am,2.1052258,1.325842,1.9855555
19/04/2013,5:00 am,3.4274533,1.7817034,2.5422223
19/04/2013,5:30 am,5.3619566,2.6590211,3.312222
19/04/2013,6:00 am,11.399245,4.301079,6.0216656
19/04/2013,6:30 am,17.070158,5.6870065,8.506111
19/04/2013,7:00 am,25.259624,6.2184167,13.840556
19/04/2013,7:30 am,30.281612,7.288508,17.436115
19/04/2013,8:00 am,27.816946,8.916408,24.36167
19/04/2013,8:30 am,24.331085,6.833421,20.080553
19/04/2013,9:00 am,24.44817,7.231201,22.72111
19/04/2013,9:30 am,20.327961,6.9120207,24.605555
19/04/2013,10:00 am,20.345041,7.0885916,25.020006
19/04/2013,10:30 am,17.850407,7.4577227,22.827223
19/04/2013,11:00 am,16.691622,8.041166,23.899996
19/04/2013,11:30 am,16.466742,8.355441,24.36611
19/04/2013,Noon,16.288929,8.280537,23.891663
19/04/2013,12:30 pm,16.435266,9.750245,28.105555
19/04/2013,1:00 pm,17.17922,9.650011,28.965002
19/04/2013,1:30 pm,17.90321,9.897641,29.893333
19/04/2013,2:00 pm,21.87714,11.137948,32.60778
19/04/2013,2:30 pm,19.668306,12.234854,36.092773
19/04/2013,3:00 pm,20.743885,13.07327,38.818333
19/04/2013,3:30 pm,21.322557,13.388408,39.231117
19/04/2013,4:00 pm,20.963375,14.673008,62.71667
19/04/2013,4:30 pm,21.401747,15.063519,49.54889
19/04/2013,5:00 pm,22.469458,14.479131,30.57722
19/04/2013,5:30 pm,21.574183,13.667922,32.76556
19/04/2013,6:00 pm,32.44849,12.857668,29.58333
19/04/2013,6:30 pm,19.663628,11.238724,26.795002
19/04/2013,7:00 pm,17.719992,9.797399,23.818329
19/04/2013,7:30 pm,20.621342,9.614164,20.263334
19/04/2013,8:00 pm,12.963204,9.276538,18.320002
19/04/2013,8:30 pm,11.936176,8.532732,16.630556
19/04/2013,9:00 pm,11.905859,8.08504,16.048891
19/04/2013,9:30 pm,13.010846,8.7854,16.883333
19/04/2013,10:00 pm,12.717892,8.314591,16.123331
19/04/2013,10:30 pm,12.142778,7.8188305,15.696667
19/04/2013,11:00 pm,9.696788,6.81385,13.632778
19/04/2013,11:30 pm,7.8630495,5.834444,11.383334
19/04/2013,Midnight,6.5906725,6.3220615,11.511111
20/04/2013,12:30 am,4.733479,4.3047843,7.602222
20/04/2013,1:00 am,3.7075715,3.3572698,6.4266667
20/04/2013,1:30 am,2.8862681,2.8938615,5.5905566
20/04/2013,2:00 am,2.315678,2.056177,4.8811116
20/04/2013,2:30 am,2.3647416,2.292281,4.776111
20/04/2013,3:00 am,1.9991875,2.019824,4.0088887
20/04/2013,3:30 am,1.5792211,1.281471,3.6849992
20/04/2013,4:00 am,1.4653257,1.2645831,2.9883332
20/04/2013,4:30 am,1.4481703,1.199017,2.591111
20/04/2013,5:00 am,1.5639699,1.1350452,2.3472216
20/04/2013,5:30 am,2.100966,1.272307,2.7183335
20/04/2013,6:00 am,3.1797705,1.5419766,4.219444
20/04/2013,6:30 am,4.160039,2.145004,4.81
20/04/2013,7:00 am,6.889962,2.9065955,7.3172226
20/04/2013,7:30 am,7.210021,3.2772489,7.6688895
20/04/2013,8:00 am,10.887923,4.9305377,10.576669
20/04/2013,8:30 am,11.272533,5.57588,11.514446
20/04/2013,9:00 am,14.90245,6.0507855,14.799444
20/04/2013,9:30 am,13.6428385,6.129085,15.087781
20/04/2013,10:00 am,18.089771,7.201443,18.51389
20/04/2013,10:30 am,15.021363,7.4656854,18.685555
20/04/2013,11:00 am,17.055065,8.420994,20.71056
20/04/2013,11:30 am,16.413727,8.829254,21.428335
20/04/2013,Noon,18.29433,10.208901,22.571669
20/04/2013,12:30 pm,19.369055,10.642993,24.523329
20/04/2013,1:00 pm,20.426744,10.633615,23.926111
20/04/2013,1:30 pm,18.993567,10.442022,24.283335
20/04/2013,2:00 pm,20.025263,11.310739,24.53055
20/04/2013,2:30 pm,19.241116,12.0004635,24.550556
20/04/2013,3:00 pm,21.697453,11.116348,24.357216
20/04/2013,3:30 pm,19.468414,11.986826,24.98778
20/04/2013,4:00 pm,20.036194,10.394588,24.187227
20/04/2013,4:30 pm,19.229982,10.188035,23.368336
20/04/2013,5:00 pm,72.43667,9.642824,23.543884
20/04/2013,5:30 pm,26.936026,10.825835,22.83611
20/04/2013,6:00 pm,18.703281,10.3321085,22.762226
20/04/2013,6:30 pm,18.79295,9.833494,22.27222
20/04/2013,7:00 pm,17.20866,10.186035,21.210558
20/04/2013,7:30 pm,15.543293,9.979594,18.394999
20/04/2013,8:00 pm,13.720816,8.926523,16.455
20/04/2013,8:30 pm,12.438823,8.825985,16.202778
20/04/2013,9:00 pm,12.482396,8.566369,15.586665
20/04/2013,9:30 pm,13.455938,8.510298,16.300001
20/04/2013,10:00 pm,12.828158,9.41425,17.455557
20/04/2013,10:30 pm,11.745648,8.4796915,15.557778
20/04/2013,11:00 pm,11.029771,7.801723,14.611112
20/04/2013,11:30 pm,8.539092,6.6490006,12.339445
20/04/2013,Midnight,6.459313,5.8302774,10.483335
21/04/2013,12:30 am,5.146968,4.5658464,8.432777
21/04/2013,1:00 am,4.3289213,3.5669904,6.6849995
21/04/2013,1:30 am,3.3512657,2.9055786,6.289999
21/04/2013,2:00 am,2.667111,2.3160808,4.9955564
21/04/2013,2:30 am,2.494105,2.8095882,5.62889
21/04/2013,3:00 am,2.0701056,2.0948665,4.765556
21/04/2013,3:30 am,1.4865514,1.6848724,3.048333
21/04/2013,4:00 am,1.2234948,1.1370713,2.7583327
21/04/2013,4:30 am,0.9853632,1.0050119,2.0099998
21/04/2013,5:00 am,0.9482885,0.90395933,1.8811111
21/04/2013,5:30 am,1.0594401,0.7403299,2.0205553
21/04/2013,6:00 am,1.9543115,1.0640407,2.602778
21/04/2013,6:30 am,2.335616,1.6236327,3.1594446
21/04/2013,7:00 am,4.24917,1.824777,4.1916666
21/04/2013,7:30 am,3.539477,2.1811988,4.222222
21/04/2013,8:00 am,5.0978446,3.07643,5.8900003
21/04/2013,8:30 am,5.1501875,2.9120038,6.563888
21/04/2013,9:00 am,7.8880672,3.3643997,8.8544445
21/04/2013,9:30 am,8.505822,3.7628963,10.110557
21/04/2013,10:00 am,11.577529,5.04981,12.53722
21/04/2013,10:30 am,12.206271,5.557597,14.811666
21/04/2013,11:00 am,13.905194,6.3925824,16.285553
21/04/2013,11:30 am,13.301177,7.0646524,16.690557
21/04/2013,Noon,14.438691,8.23904,19.25333
21/04/2013,12:30 pm,16.232368,8.319507,20.232782
21/04/2013,1:00 pm,17.82022,9.490642,23.20167
21/04/2013,1:30 pm,17.006828,9.64337,22.946115
21/04/2013,2:00 pm,17.98306,10.5423155,23.90334
21/04/2013,2:30 pm,16.068201,10.219546,21.76222
21/04/2013,3:00 pm,17.23076,10.285363,22.15
21/04/2013,3:30 pm,16.201754,10.388879,22.012218
21/04/2013,4:00 pm,17.18007,11.940966,23.732222
21/04/2013,4:30 pm,16.973898,10.680752,22.839443
21/04/2013,5:00 pm,17.432894,10.857146,21.689999
21/04/2013,5:30 pm,17.054523,10.6082115,19.405552
21/04/2013,6:00 pm,15.9980955,9.85562,17.823887
21/04/2013,6:30 pm,15.100661,9.46529,19.459997
21/04/2013,7:00 pm,14.588241,8.474898,18.778334
21/04/2013,7:30 pm,12.818046,8.8789,17.07
21/04/2013,8:00 pm,10.949978,8.702393,19.243334
21/04/2013,8:30 pm,10.114395,10.523403,18.153337
21/04/2013,9:00 pm,9.614405,6.7103324,13.972778
21/04/2013,9:30 pm,9.175641,5.893337,12.0638895
21/04/2013,10:00 pm,7.741202,6.05538,11.058332
21/04/2013,10:30 pm,6.947049,5.0067897,8.856668
21/04/2013,11:00 pm,5.5634704,4.041303,7.1427774
21/04/2013,11:30 pm,4.877656,3.3995492,5.3472238
21/04/2013,Midnight,3.3193295,3.1355975,4.9850006
22/04/2013,12:30 am,2.6025636,2.2316887,3.5094445
22/04/2013,1:00 am,1.5977254,1.4909039,2.4100003
22/04/2013,1:30 am,1.3441287,1.2334024,2.2716668
22/04/2013,2:00 am,1.0634799,0.9895563,2.0366664
22/04/2013,2:30 am,1.0873734,0.970582,1.7883332
22/04/2013,3:00 am,1.1063449,1.2139641,1.5644442
22/04/2013,3:30 am,1.0026693,0.88561726,1.5422221
22/04/2013,4:00 am,1.3927839,0.8348668,1.8277777
22/04/2013,4:30 am,1.682922,1.0441912,2.183333
22/04/2013,5:00 am,2.7966666,1.7728964,3.0233338
22/04/2013,5:30 am,4.8814077,2.4821732,5.6800013
22/04/2013,6:00 am,11.090475,4.046902,9.395557
22/04/2013,6:30 am,15.375127,5.861096,14.6377735
22/04/2013,7:00 am,23.92314,7.7670774,22.218893
22/04/2013,7:30 am,31.624342,8.587942,26.752773
22/04/2013,8:00 am,43.161633,9.521244,31.783884
22/04/2013,8:30 am,54.642876,8.347698,30.210554
22/04/2013,9:00 am,41.41463,8.648844,28.288887
22/04/2013,9:30 am,35.942287,7.558683,23.021667
22/04/2013,10:00 am,21.312048,8.142889,23.526112
22/04/2013,10:30 am,16.931255,8.331837,22.159525
22/04/2013,11:00 am,16.711504,8.616909,20.914997
22/04/2013,11:30 am,18.057777,8.897787,22.172783
22/04/2013,Noon,17.85638,9.142358,23.668339
22/04/2013,12:30 pm,16.922987,9.652368,24.863882
22/04/2013,1:00 pm,17.17161,9.239365,24.177221
22/04/2013,1:30 pm,26.176306,9.749572,25.013332
22/04/2013,2:00 pm,19.3081,10.475524,27.89111
22/04/2013,2:30 pm,21.305286,12.173835,33.107777
22/04/2013,3:00 pm,25.63419,12.933077,39.26111
22/04/2013,3:30 pm,22.923582,15.418276,70.27889
22/04/2013,4:00 pm,33.993088,16.393145,86.911674
22/04/2013,4:30 pm,32.44361,17.725555,72.87888
22/04/2013,5:00 pm,57.23047,17.167412,77.59001
22/04/2013,5:30 pm,58.777298,17.305605,57.951653
22/04/2013,6:00 pm,55.92773,14.640531,50.292786
22/04/2013,6:30 pm,25.431217,13.095111,54.27
22/04/2013,7:00 pm,13.630374,10.936136,24.728334
22/04/2013,7:30 pm,11.352529,7.20524,19.745
22/04/2013,8:00 pm,10.047427,7.373326,16.034445
22/04/2013,8:30 pm,9.593465,7.329071,18.092777
22/04/2013,9:00 pm,11.37721,7.0879774,21.731108
22/04/2013,9:30 pm,10.687098,6.5516214,17.517773
22/04/2013,10:00 pm,9.776567,6.9947386,12.854444
22/04/2013,10:30 pm,8.679733,5.3764257,11.151109
22/04/2013,11:00 pm,6.6833105,4.5750546,10.239445
22/04/2013,11:30 pm,4.847672,4.179662,7.7516675
22/04/2013,Midnight,4.9162445,3.845793,6.223334
23/04/2013,12:30 am,3.2996848,3.3313477,4.8588886
23/04/2013,1:00 am,2.6778984,2.192991,3.6727777
23/04/2013,1:30 am,2.0403638,1.808458,4.6577773
23/04/2013,2:00 am,1.3484513,1.1787369,4.0899997
23/04/2013,2:30 am,1.7301748,0.89247566,2.2227778
23/04/2013,3:00 am,1.4714705,0.9347221,2.8161113
23/04/2013,3:30 am,1.5163654,0.7353044,2.3016667
23/04/2013,4:00 am,1.5841365,0.9993557,2.2033334
